132, 0.15, 30, "2018-10-14 18:44:00", 238, 2, 
133, 0, 30, "2018-10-13 15:55:00", 241, 2, 
134, 0.15, 30, "2018-10-14 16:44:00", 259, 2, 22
135, 0, 30, "2018-10-13 19:53:00", 260, 2, 
136, 0, 30, "2018-10-14 17:18:00", 261, 2, 
137, 0, 30, "2018-10-14 21:50:00", 268, 2, 
138, 0.15, 30, "2018-10-14 07:47:00", 272, 2, 19
139, 0, 30, "2018-10-14 14:20:00", 274, 2, 
140, 0, 30, "2018-10-13 21:04:00", 279, 2, 
141, 0, 30, "2018-10-13 13:57:00", 284, 2, 
142, 0.15, 30, "2018-10-14 23:02:00", 286, 2, 
143, 0.15, 30, "2018-10-14 12:42:00", 296, 2, 33
144, 0, 30, "2018-10-13 11:21:00", 297, 2, 
145, 0.15, 30, "2018-10-14 19:05:00", 303, 2, 45
146, 0.15, 30, "2018-10-13 20:03:00", 304, 2, 13
147, 0, 30, "2018-10-15 00:52:00", 311, 2, 
148, 0.15, 30, "2018-10-13 19:42:00", 313, 2, 40
149, 0.15, 30, "2018-10-13 13:03:00", 315, 2, 
150, 0.15, 30, "2018-10-13 23:13:00", 316, 2, 10
151, 0, 30, "2018-10-14 21:00:00", 317, 2, 15
152, 0.15, 30, "2018-10-15 10:26:00", 325, 2, 
153, 0, 30, "2018-10-14 04:17:00", 329, 2, 1
154, 0.15, 30, "2018-10-13 16:20:00", 334, 2, 49
155, 0, 33, "2018-10-13 16:44:00", 6, 3, 22
156, 0.15, 33, "2018-10-13 15:59:00", 7, 3, 24
157, 0, 33, "2018-10-15 03:55:00", 8, 3, 
158, 0, 33, "2018-10-14 16:36:00", 9, 3, 5
159, 0.15, 33, "2018-10-14 16:15:00", 14, 3, 16
160, 0, 33, "2018-10-14 19:38:00", 18, 3, 43
161, 0.15, 33, "2018-10-14 09:47:00", 32, 3, 
162, 0.15, 33, "2018-10-14 13:56:00", 35, 3, 29
163, 0, 33, "2018-10-14 11:24:00", 41, 3, 3
164, 0.15, 33, "2018-10-13 20:55:00", 46, 3, 9
165, 0.15, 33, "2018-10-14 21:36:00", 49, 3, 30
166, 0, 33, "2018-10-15 07:28:00", 52, 3, 24
167, 0.15, 33, "2018-10-14 07:09:00", 55, 3, 
168, 0, 33, "2018-10-15 13:01:00", 60, 3, 40
169, 0.15, 33, "2018-10-14 21:01:00", 80, 3, 25
170, 0.15, 33, "2018-10-14 07:47:00", 83, 3, 48
171, 0.15, 33, "2018-10-15 09:54:00", 86, 3, 
172, 0.15, 33, "2018-10-13 17:12:00", 88, 3, 44
173, 0.15, 33, "2018-10-13 14:03:00", 90, 3, 5
174, 0, 33, "2018-10-13 23:07:00", 93, 3, 
175, 0.15, 33, "2018-10-14 07:27:00", 95, 3, 1
176, 0, 33, "2018-10-14 10:15:00", 97, 3, 
177, 0.15, 33, "2018-10-14 04:14:00", 100, 3, 
178, 0, 33, "2018-10-15 03:14:00", 103, 3, 
179, 0.15, 33, "2018-10-14 14:27:00", 107, 3, 5
180, 0, 33, "2018-10-14 21:43:00", 108, 3, 
181, 0.15, 33, "2018-10-14 17:56:00", 110, 3, 
182, 0, 33, "2018-10-15 00:28:00", 119, 3, 25
183, 0.15, 33, "2018-10-15 10:58:00", 121, 3, 
184, 0.15, 33, "2018-10-13 22:51:00", 129, 3, 
185, 0.15, 33, "2018-10-15 01:36:00", 133, 3, 
186, 0.15, 33, "2018-10-15 05:01:00", 140, 3, 31
187, 0, 33, "2018-10-15 10:43:00", 157, 3, 
188, 0.15, 33, "2018-10-14 10:11:00", 159, 3, 
189, 0, 33, "2018-10-13 13:37:00", 163, 3, 
190, 0.15, 33, "2018-10-13 19:02:00", 171, 3, 
191, 0, 33, "2018-10-15 11:12:00", 173, 3, 
192, 0, 33, "2018-10-15 11:31:00", 182, 3, 
193, 0.15, 33, "2018-10-15 03:21:00", 184, 3, 
194, 0, 33, "2018-10-13 14:27:00", 192, 3, 
195, 0.15, 33, "2018-10-14 01:09:00", 194, 3, 40
196, 0.15, 33, "2018-10-15 10:08:00", 200, 3, 
197, 0.15, 33, "2018-10-15 00:45:00", 202, 3, 
198, 0, 33, "2018-10-14 12:55:00", 204, 3, 
199, 0.15, 33, "2018-10-14 12:46:00", 211, 3, 
200, 0, 33, "2018-10-14 11:34:00", 220, 3, 8
201, 0.15, 33, "2018-10-14 17:56:00", 223, 3, 21
202, 0, 33, "2018-10-14 06:35:00", 226, 3, 9
203, 0.15, 33, "2018-10-15 08:18:00", 229, 3, 
204, 0, 33, "2018-10-14 17:16:00", 232, 3, 31
205, 0, 33, "2018-10-14 12:03:00", 247, 3, 
206, 0, 33, "2018-10-15 00:03:00", 248, 3, 11
207, 0, 33, "2018-10-14 09:19:00", 249, 3, 
208, 0, 33, "2018-10-15 08:57:00", 253, 3, 19
209, 0, 33, "2018-10-13 14:23:00", 258, 3, 24
210, 0.15, 33, "2018-10-14 09:10:00", 264, 3, 23
211, 0.15, 33, "2018-10-14 06:30:00", 267, 3, 1
212, 0, 33, "2018-10-13 19:32:00", 274, 3, 
213, 0.15, 33, "2018-10-13 20:40:00", 276, 3, 
214, 0.15, 33, "2018-10-13 19:22:00", 277, 3, 
215, 0, 33, "2018-10-14 22:09:00", 283, 3, 22
216, 0, 33, "2018-10-14 08:36:00", 284, 3, 40
217, 0.15, 33, "2018-10-15 03:57:00", 285, 3, 
218, 0.15, 33, "2018-10-14 19:56:00", 286, 3, 24
219, 0.15, 33, "2018-10-15 05:33:00", 287, 3, 
220, 0, 33, "2018-10-14 04:23:00", 288, 3, 37
221, 0.15, 33, "2018-10-14 07:17:00", 291, 3, 
222, 0.15, 33, "2018-10-14 11:49:00", 301, 3, 
223, 0.15, 33, "2018-10-14 06:31:00", 304, 3, 
224, 0.15, 33, "2018-10-13 20:36:00", 313, 3, 
225, 0, 33, "2018-10-13 17:28:00", 314, 3, 
226, 0, 33, "2018-10-14 18:34:00", 325, 3, 
227, 0, 33, "2018-10-15 01:19:00", 331, 3, 
228, 0.15, 33, "2018-10-14 20:04:00", 333, 3, 
229, 0, 33, "2018-10-14 18:09:00", 336, 3, 9
230, 0, 33, "2018-10-15 04:45:00", 5, 4, 
231, 0, 33, "2018-10-14 11:13:00", 15, 4, 
232, 0.15, 33, "2018-10-15 05:54:00", 26, 4, 27
233, 0, 33, "2018-10-15 01:31:00", 27, 4, 36
234, 0.15, 33, "2018-10-14 12:38:00", 32, 4, 16
235, 0, 33, "2018-10-14 07:12:00", 35, 4, 
236, 0.15, 33, "2018-10-15 19:38:00", 40, 4, 
237, 0, 33, "2018-10-14 01:13:00", 55, 4, 
238, 0, 33, "2018-10-15 08:12:00", 66, 4, 2
239, 0.15, 33, "2018-10-14 03:45:00", 71, 4, 
240, 0.15, 33, "2018-10-13 21:44:00", 73, 4, 16
241, 0.15, 33, "2018-10-14 06:14:00", 79, 4, 49
242, 0, 33, "2018-10-14 13:58:00", 86, 4, 
243, 0, 33, "2018-10-14 07:30:00", 96, 4, 
244, 0, 33, "2018-10-14 12:36:00", 97, 4, 
245, 0, 33, "2018-10-14 20:49:00", 100, 4, 9
246, 0.15, 33, "2018-10-15 11:54:00", 114, 4, 7
247, 0.15, 33, "2018-10-14 09:24:00", 117, 4, 9
248, 0, 33, "2018-10-14 13:10:00", 129, 4, 38
249, 0, 33, "2018-10-15 19:42:00", 131, 4, 
250, 0.15, 33, "2018-10-14 12:41:00", 132, 4, 41
251, 0.15, 33, "2018-10-14 16:05:00", 135, 4, 41
252, 0, 33, "2018-10-14 05:34:00", 137, 4, 17
253, 0, 33, "2018-10-14 18:32:00", 140, 4, 29
254, 0, 33, "2018-10-15 18:45:00", 142, 4, 
255, 0.15, 33, "2018-10-14 09:46:00", 145, 4, 
256, 0, 33, "2018-10-13 19:58:00", 151, 4, 
257, 0, 33, "2018-10-14 17:58:00", 156, 4, 
258, 0, 33, "2018-10-15 09:35:00", 157, 4, 
259, 0.15, 33, "2018-10-15 04:08:00", 164, 4, 
260, 0, 33, "2018-10-14 15:52:00", 166, 4, 
261, 0, 33, "2018-10-15 05:31:00", 172, 4, 44
262, 0.15, 33, "2018-10-14 17:29:00", 178, 4, 9
263, 0, 33, "2018-10-15 11:30:00", 192, 4, 
264, 0, 33, "2018-10-15 11:25:00", 193, 4, 
265, 0.15, 33, "2018-10-14 18:01:00", 211, 4, 
266, 0, 33, "2018-10-14 07:40:00", 212, 4, 39
267, 0, 33, "2018-10-14 18:37:00", 217, 4, 
268, 0, 33, "2018-10-14 18:06:00", 219, 4, 
269, 0, 33, "2018-10-14 12:43:00", 229, 4, 
270, 0, 33, "2018-10-14 12:07:00", 233, 4, 
271, 0.15, 33, "2018-10-14 23:14:00", 236, 4, 
272, 0.15, 33, "2018-10-15 00:42:00", 242, 4, 24
273, 0, 33, "2018-10-14 05:00:00", 243, 4, 14
274, 0, 33, "2018-10-13 20:34:00", 257, 4, 9
275, 0.15, 33, "2018-10-13 23:04:00", 261, 4, 11
276, 0, 33, "2018-10-14 04:27:00", 262, 4, 35
277, 0.15, 33, "2018-10-15 01:44:00", 263, 4, 
278, 0.15, 33, "2018-10-14 02:49:00", 268, 4, 39
279, 0.15, 33, "2018-10-15 06:09:00", 273, 4, 30
280, 0.15, 33, "2018-10-14 07:49:00", 281, 4, 34
281, 0, 33, "2018-10-15 08:30:00", 292, 4, 30
282, 0.15, 33, "2018-10-14 17:04:00", 302, 4, 
283, 0, 33, "2018-10-14 02:56:00", 305, 4, 
284, 0.15, 33, "2018-10-14 02:56:00", 307, 4, 
285, 0.15, 33, "2018-10-14 15:54:00", 319, 4, 
286, 0, 33, "2018-10-14 09:17:00", 329, 4, 23
287, 0.15, 33, "2018-10-13 21:20:00", 333, 4, 15
288, 0.15, 33, "2018-10-14 18:21:00", 336, 4, 
289, 0, 37, "2018-10-14 08:00:00", 5, 5, 22
290, 0, 37, "2018-10-13 23:05:00", 7, 5, 39
291, 0, 37, "2018-10-14 17:54:00", 9, 5, 
292, 0, 37, "2018-10-14 01:10:00", 10, 5, 42
293, 0.15, 37, "2018-10-15 01:54:00", 14, 5, 18
294, 0, 37, "2018-10-15 15:50:00", 20, 5, 16
295, 0.15, 37, "2018-10-14 02:14:00", 26, 5, 
296, 0, 37, "2018-10-15 04:34:00", 29, 5, 33
297, 0, 37, "2018-10-15 03:20:00", 38, 5, 34
298, 0, 37, "2018-10-13 23:21:00", 44, 5, 46
299, 0, 37, "2018-10-14 13:38:00", 61, 5, 40
300, 0, 37, "2018-10-14 21:36:00", 78, 5, 
301, 0.15, 37, "2018-10-14 08:07:00", 81, 5, 
302, 0, 37, "2018-10-15 07:54:00", 84, 5, 
303, 0.15, 37, "2018-10-14 22:40:00", 95, 5, 
304, 0, 37, "2018-10-14 21:58:00", 98, 5, 25
305, 0.15, 37, "2018-10-15 04:19:00", 99, 5, 1
306, 0.15, 37, "2018-10-14 14:53:00", 101, 5, 
307, 0.15, 37, "2018-10-15 13:02:00", 106, 5, 
308, 0, 37, "2018-10-13 22:39:00", 110, 5, 
309, 0.15, 37, "2018-10-14 10:39:00", 111, 5, 
310, 0, 37, "2018-10-15 12:02:00", 112, 5, 
311, 0.15, 37, "2018-10-14 14:16:00", 115, 5, 
312, 0, 37, "2018-10-15 09:16:00", 119, 5, 32
313, 0, 37, "2018-10-14 22:47:00", 121, 5, 
314, 0, 37, "2018-10-14 15:03:00", 125, 5, 
315, 0, 37, "2018-10-13 23:16:00", 135, 5, 19
316, 0, 37, "2018-10-15 18:05:00", 141, 5, 43
317, 0, 37, "2018-10-14 21:51:00", 144, 5, 23
318, 0.15, 37, "2018-10-14 12:06:00", 148, 5, 2
319, 0.15, 37, "2018-10-14 12:15:00", 152, 5, 
320, 0.15, 37, "2018-10-14 07:01:00", 153, 5, 
321, 0.15, 37, "2018-10-15 07:58:00", 154, 5, 
322, 0.15, 37, "2018-10-14 01:56:00", 159, 5, 
323, 0, 37, "2018-10-14 06:16:00", 167, 5, 
324, 0, 37, "2018-10-15 18:08:00", 172, 5, 
325, 0.15, 37, "2018-10-15 10:01:00", 174, 5, 17
326, 0, 37, "2018-10-14 19:45:00", 180, 5, 
327, 0.15, 37, "2018-10-15 09:58:00", 196, 5, 
328, 0, 37, "2018-10-14 04:06:00", 202, 5, 
329, 0, 37, "2018-10-15 19:25:00", 214, 5, 
330, 0.15, 37, "2018-10-14 05:36:00", 218, 5, 9
331, 0.15, 37, "2018-10-15 21:19:00", 221, 5, 
332, 0, 37, "2018-10-14 14:59:00", 224, 5, 
333, 0, 37, "2018-10-15 16:24:00", 225, 5, 21
334, 0, 37, "2018-10-14 20:07:00", 236, 5, 47
335, 0, 37, "2018-10-15 15:17:00", 244, 5, 
336, 0.15, 37, "2018-10-15 04:02:00", 246, 5, 2
337, 0.15, 37, "2018-10-15 18:09:00", 247, 5, 12
338, 0, 37, "2018-10-14 06:04:00", 249, 5, 
339, 0, 37, "2018-10-15 11:03:00", 252, 5, 13
340, 0, 37, "2018-10-15 07:48:00", 254, 5, 
341, 0.15, 37, "2018-10-14 06:13:00", 259, 5, 44
342, 0, 37, "2018-10-15 17:51:00", 262, 5, 29
343, 0, 37, "2018-10-15 07:08:00", 270, 5, 
344, 0.15, 37, "2018-10-14 11:07:00", 278, 5, 
345, 0.15, 37, "2018-10-14 12:57:00", 281, 5, 
346, 0, 37, "2018-10-14 05:13:00", 296, 5, 
347, 0, 37, "2018-10-15 20:27:00", 299, 5, 38
348, 0, 37, "2018-10-15 00:55:00", 302, 5, 
349, 0.15, 37, "2018-10-15 05:54:00", 306, 5, 
350, 0, 37, "2018-10-14 17:33:00", 315, 5, 
351, 0.15, 37, "2018-10-14 15:11:00", 324, 5, 7
352, 0, 37, "2018-10-15 13:23:00", 325, 5, 6
353, 0.15, 30, "2018-10-13 15:05:00", 344, 6, 43
354, 0.15, 30, "2018-10-13 22:56:00", 346, 6, 
355, 0, 30, "2018-10-14 15:21:00", 349, 6, 47
356, 0, 30, "2018-10-13 15:22:00", 351, 6, 25
357, 0.15, 30, "2018-10-14 06:01:00", 354, 6, 
358, 0, 30, "2018-10-13 13:56:00", 359, 6, 
359, 0, 30, "2018-10-14 23:44:00", 388, 6, 
360, 0.15, 30, "2018-10-14 14:00:00", 389, 6, 4
361, 0, 30, "2018-10-14 04:00:00", 390, 6, 33
362, 0.15, 30, "2018-10-13 17:06:00", 391, 6, 7
363, 0.15, 30, "2018-10-14 01:51:00", 393, 6, 18
364, 0, 30, "2018-10-14 00:40:00", 394, 6, 
365, 0.15, 30, "2018-10-15 04:45:00", 395, 6, 37
366, 0.15, 30, "2018-10-14 09:04:00", 396, 6, 
367, 0.15, 30, "2018-10-14 05:01:00", 397, 6, 
368, 0.15, 30, "2018-10-13 11:24:00", 406, 6, 
369, 0.15, 30, "2018-10-13 08:52:00", 408, 6, 
370, 0, 30, "2018-10-14 23:13:00", 411, 6, 44
371, 0, 30, "2018-10-13 08:22:00", 416, 6, 
372, 0.15, 30, "2018-10-13 14:49:00", 425, 6, 
373, 0, 30, "2018-10-13 12:42:00", 426, 6, 
374, 0.15, 30, "2018-10-14 12:00:00", 427, 6, 
375, 0.15, 30, "2018-10-15 02:35:00", 429, 6, 
376, 0.15, 30, "2018-10-15 03:14:00", 434, 6, 
377, 0, 30, "2018-10-15 04:44:00", 439, 6, 5
378, 0, 30, "2018-10-14 03:04:00", 452, 6, 
379, 0.15, 30, "2018-10-15 07:13:00", 461, 6, 24
380, 0, 30, "2018-10-14 14:32:00", 462, 6, 
381, 0, 30, "2018-10-13 21:22:00", 464, 6, 
382, 0, 30, "2018-10-13 17:42:00", 466, 6, 
383, 0, 30, "2018-10-14 04:22:00", 467, 6, 
384, 0.15, 30, "2018-10-13 23:49:00", 472, 6, 6
385, 0, 30, "2018-10-13 20:58:00", 474, 6, 
386, 0.15, 30, "2018-10-13 19:16:00", 479, 6, 15
387, 0.15, 30, "2018-10-14 07:31:00", 486, 6, 
388, 0.15, 30, "2018-10-13 15:09:00", 489, 6, 12
389, 0.15, 30, "2018-10-15 03:25:00", 497, 6, 44
390, 0.15, 30, "2018-10-14 20:29:00", 520, 6, 
391, 0.15, 30, "2018-10-13 12:54:00", 527, 6, 
392, 0.15, 30, "2018-10-13 22:50:00", 528, 6, 
393, 0.15, 30, "2018-10-14 05:01:00", 530, 6, 16
394, 0, 30, "2018-10-14 03:30:00", 540, 6, 14
395, 0, 30, "2018-10-14 10:43:00", 552, 6, 43
396, 0, 33, "2018-10-13 13:34:00", 339, 7, 
397, 0, 33, "2018-10-14 18:56:00", 347, 7, 30
398, 0, 33, "2018-10-13 16:21:00", 349, 7, 
399, 0.15, 33, "2018-10-14 22:11:00", 355, 7, 
400, 0.15, 33, "2018-10-14 10:03:00", 359, 7, 33
401, 0.15, 33, "2018-10-15 09:40:00", 360, 7, 
402, 0.15, 33, "2018-10-15 08:20:00", 361, 7, 6
403, 0, 33, "2018-10-13 11:55:00", 367, 7, 9
404, 0.15, 33, "2018-10-14 08:08:00", 368, 7, 
405, 0.15, 33, "2018-10-15 08:07:00", 374, 7, 
406, 0, 33, "2018-10-13 21:44:00", 377, 7, 
407, 0, 33, "2018-10-14 08:29:00", 378, 7, 15
408, 0, 33, "2018-10-13 15:22:00", 386, 7, 
409, 0, 33, "2018-10-14 07:17:00", 405, 7, 
410, 0, 33, "2018-10-13 17:48:00", 410, 7, 5
411, 0.15, 33, "2018-10-15 03:11:00", 416, 7, 14
412, 0, 33, "2018-10-14 04:47:00", 417, 7, 20
413, 0, 33, "2018-10-13 18:52:00", 424, 7, 33
414, 0.15, 33, "2018-10-14 18:11:00", 432, 7, 
415, 0, 33, "2018-10-14 20:03:00", 438, 7, 
416, 0.15, 33, "2018-10-14 08:45:00", 439, 7, 9
417, 0.15, 33, "2018-10-14 19:07:00", 442, 7, 
418, 0.15, 33, "2018-10-13 11:18:00", 449, 7, 
419, 0, 33, "2018-10-13 14:25:00", 452, 7, 37
420, 0, 33, "2018-10-15 03:12:00", 455, 7, 
421, 0, 33, "2018-10-15 02:07:00", 456, 7, 
422, 0.15, 33, "2018-10-15 03:51:00", 463, 7, 44
423, 0.15, 33, "2018-10-13 20:31:00", 467, 7, 6
424, 0, 33, "2018-10-14 05:54:00", 476, 7, 
425, 0.15, 33, "2018-10-15 07:31:00", 484, 7, 18
426, 0.15, 33, "2018-10-15 04:30:00", 485, 7, 14
427, 0, 33, "2018-10-13 17:26:00", 487, 7, 
428, 0, 33, "2018-10-13 22:14:00", 491, 7, 
429, 0.15, 33, "2018-10-14 11:12:00", 506, 7, 
430, 0.15, 33, "2018-10-13 21:15:00", 509, 7, 4
431, 0, 33, "2018-10-13 17:17:00", 512, 7, 7
432, 0, 33, "2018-10-15 08:55:00", 517, 7, 45
433, 0, 33, "2018-10-13 15:36:00", 525, 7, 39
434, 0.15, 33, "2018-10-15 03:54:00", 527, 7, 
435, 0, 33, "2018-10-13 14:33:00", 532, 7, 
436, 0.15, 33, "2018-10-14 21:42:00", 539, 7, 
437, 0.15, 33, "2018-10-14 19:24:00", 545, 7, 1
438, 0, 33, "2018-10-14 12:37:00", 547, 7, 29
439, 0, 33, "2018-10-14 07:29:00", 553, 7, 20
440, 0, 33, "2018-10-14 12:36:00", 556, 7, 
441, 0, 33, "2018-10-14 06:31:00", 557, 7, 13
442, 0, 33, "2018-10-15 01:18:00", 563, 7, 16
443, 0, 30, "2018-10-15 03:35:00", 339, 8, 13
444, 0, 30, "2018-10-14 21:16:00", 340, 8, 3
